flight_number,airline_name,departure_airport,departure_city,departure_country,arrival_airport,arrival_city,duration_hours,departure_time,arrival_time
TG7268,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Sydney Airport,Sydney,24,2/26/2022,2/19/2022
CX8811,Cathay Pacific,Hong Kong International,Hong Kong,China,Changi,Singapore,1,9/6/2022,7/21/2022
SA8061,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Frankfurt Airport,Frankfurt,24,1/1/2022,8/4/2022
KL4801,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Charles de Gaulle,Paris,23,10/23/2022,7/29/2022
NZ6571,Air New Zealand,Auckland Airport,Auckland,New Zealand,Brisbane Airport,Brisbane,16,4/24/2022,8/18/2022
ET8685,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Adolfo Suárez Madrid–Barajas,Madrid,8,3/4/2022,10/22/2022
AV3025,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,11,8/11/2022,6/7/2022
EK2269,Emirates,Dubai International,Dubai,UAE,Hamad International,Doha,21,11/25/2022,8/30/2022
AM1013,Aeroméxico,Benito Juárez International,Mexico City,Mexico,Denver International,Denver,6,7/16/2022,12/23/2022
NH7905,All Nippon Airways,Haneda,Tokyo,Japan,Hong Kong International,Hong Kong,1,6/1/2022,11/23/2022
KL4284,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Charles de Gaulle,Paris,12,5/6/2022,7/14/2022
SA3726,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,7,8/13/2022,7/26/2022
SA8756,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,21,8/31/2022,8/6/2022
AV3565,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,18,5/1/2022,7/7/2022
WN6726,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,16,11/11/2022,2/14/2022
AF9216,Air France,Charles de Gaulle,Paris,France,Frankfurt Airport,Frankfurt,5,10/31/2022,9/21/2022
LA3329,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,5,11/11/2022,11/5/2022
SA4830,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Bole International,Addis Ababa,14,11/16/2022,7/28/2022
AM9401,Aeroméxico,Benito Juárez International,Mexico City,Mexico,O'Hare International,Chicago,6,1/12/2022,8/30/2022
SA3542,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,22,2/28/2022,5/28/2022
NZ6084,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,7,12/16/2022,5/3/2022
QR8903,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,20,8/16/2022,12/20/2022
NH6529,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,17,2/28/2022,2/21/2022
TG3624,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Beijing Capital International,Beijing,4,6/18/2022,1/16/2022
EK6023,Emirates,Dubai International,Dubai,UAE,Hamad International,Doha,2,6/21/2022,11/5/2022
AF7508,Air France,Charles de Gaulle,Paris,France,Frankfurt Airport,Frankfurt,15,10/24/2022,10/4/2022
KE5837,Korean Air,Incheon International,Seoul,South Korea,Sydney Airport,Sydney,7,6/17/2022,3/27/2022
AF2465,Air France,Charles de Gaulle,Paris,France,Frankfurt Airport,Frankfurt,17,3/19/2022,12/11/2022
AA7069,American Airlines,John F. Kennedy International,New York,USA,Cape Town International,Cape Town,18,1/15/2022,11/16/2022
AM7741,Aeroméxico,Benito Juárez International,Mexico City,Mexico,Logan International,Boston,2,9/21/2022,3/12/2022
SA8349,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Dallas/Fort Worth International,Dallas,17,3/23/2022,6/19/2022
KL3748,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,San Francisco International,San Francisco,9,5/11/2022,9/4/2022
AF7434,Air France,Charles de Gaulle,Paris,France,Frankfurt Airport,Frankfurt,13,7/9/2022,5/1/2022
AC5785,Air Canada,Toronto Pearson,Toronto,Canada,John F. Kennedy International,New York,1,6/23/2022,9/19/2022
AA6826,American Airlines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,4,9/29/2022,4/6/2022
AC5199,Air Canada,Toronto Pearson,Toronto,Canada,Amsterdam Airport Schiphol,Amsterdam,12,8/8/2022,8/17/2022
ET1908,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Charles de Gaulle,Paris,4,9/16/2022,7/19/2022
CX7797,Cathay Pacific,Hong Kong International,Hong Kong,China,Changi,Singapore,16,3/4/2022,7/15/2022
SQ6788,Singapore Airlines,Changi,Singapore,Singapore,Beijing Capital International,Beijing,18,6/16/2022,1/4/2022
NZ6301,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,17,7/22/2022,10/20/2022
WN9277,Southwest Airlines,Los Angeles International,Los Angeles,USA,Denver International,Denver,20,9/15/2022,7/28/2022
BA2485,British Airways,Heathrow,London,UK,Suvarnabhumi,Bangkok,6,10/10/2022,5/23/2022
SA3946,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,3,5/22/2022,6/7/2022
NH4392,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,18,12/6/2022,7/3/2022
SA5126,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,17,10/21/2022,8/2/2022
AI5694,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,8,10/8/2022,4/16/2022
IB3113,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Sydney Airport,Sydney,3,12/29/2022,8/19/2022
BA4260,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,1,12/30/2022,11/6/2022
TG3677,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Changi,Singapore,24,5/31/2022,5/29/2022
NZ7779,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,23,8/31/2022,10/13/2022
NH8283,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,10,3/3/2022,10/24/2022
KE1916,Korean Air,Incheon International,Seoul,South Korea,Haneda,Tokyo,3,11/15/2022,9/7/2022
UA1667,United Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,4,5/22/2022,8/31/2022
AZ4140,Alitalia,Leonardo da Vinci International,Rome,Italy,Charles de Gaulle,Paris,16,5/8/2022,12/26/2022
IB3411,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,12,11/9/2022,2/17/2022
BA3006,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,15,3/25/2022,10/15/2022
TG7280,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Incheon International,Seoul,21,3/8/2022,4/11/2022
EK4779,Emirates,Dubai International,Dubai,UAE,Hamad International,Doha,21,4/17/2022,9/14/2022
KL3711,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Charles de Gaulle,Paris,14,11/24/2022,1/14/2022
DL7930,Delta Air Lines,John F. Kennedy International,New York,USA,Miami International,Miami,21,12/30/2022,8/7/2022
QR4802,Qatar Airways,Hamad International,Doha,Qatar,Haneda,Tokyo,6,1/13/2022,3/4/2022
AM6488,Aeroméxico,Benito Juárez International,Mexico City,Mexico,O'Hare International,Chicago,24,7/29/2022,1/17/2022
AA4882,American Airlines,John F. Kennedy International,New York,USA,Amsterdam Airport Schiphol,Amsterdam,5,1/17/2022,5/18/2022
LH8791,Lufthansa,Frankfurt Airport,Frankfurt,Germany,Charles de Gaulle,Paris,21,9/13/2022,2/22/2022
WN9725,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,14,6/7/2022,3/6/2022
AV3279,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,4,4/21/2022,10/23/2022
NH2978,All Nippon Airways,Haneda,Tokyo,Japan,Hong Kong International,Hong Kong,2,1/1/2022,7/27/2022
EK4555,Emirates,Dubai International,Dubai,UAE,Hamad International,Doha,15,5/22/2022,3/29/2022
AF2048,Air France,Charles de Gaulle,Paris,France,Frankfurt Airport,Frankfurt,4,5/25/2022,9/27/2022
QR5930,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,1,7/3/2022,1/9/2022
NH7322,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,22,2/11/2022,7/26/2022
QF5890,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,1,4/10/2022,3/18/2022
LA4303,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,15,1/18/2022,12/14/2022
AV8175,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,16,2/26/2022,12/29/2022
SQ8680,Singapore Airlines,Changi,Singapore,Singapore,Beijing Capital International,Beijing,22,9/8/2022,3/24/2022
AI4444,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,22,8/20/2022,11/24/2022
AF4149,Air France,Charles de Gaulle,Paris,France,Frankfurt Airport,Frankfurt,8,1/26/2022,10/10/2022
SA3726,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,20,1/10/2022,4/8/2022
AV8306,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,5,5/15/2022,7/31/2022
TG1457,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Changi,Singapore,1,3/28/2022,1/10/2022
DL6858,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,10,4/18/2022,2/8/2022
CX2918,Cathay Pacific,Hong Kong International,Hong Kong,China,Changi,Singapore,1,6/30/2022,3/15/2022
NH8075,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,4,5/6/2022,3/29/2022
DL4964,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,22,9/17/2022,11/18/2022
KL6524,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Cape Town International,Cape Town,12,4/24/2022,7/5/2022
AC3652,Air Canada,Toronto Pearson,Toronto,Canada,Miami International,Miami,22,10/12/2022,2/2/2022
AF3446,Air France,Charles de Gaulle,Paris,France,Adolfo Suárez Madrid–Barajas,Madrid,18,11/26/2022,2/1/2022
QR3181,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,17,2/11/2022,8/11/2022
LH5409,Lufthansa,Frankfurt Airport,Frankfurt,Germany,Charles de Gaulle,Paris,19,9/14/2022,12/20/2022
AF1136,Air France,Charles de Gaulle,Paris,France,Leonardo da Vinci International,Rome,7,11/14/2022,9/25/2022
QR9968,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,24,3/12/2022,10/4/2022
LA2393,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,9,12/11/2022,10/18/2022
NZ8005,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,21,9/29/2022,4/1/2022
IB9207,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,2,2/11/2022,2/6/2022
IB5919,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,17,5/7/2022,4/16/2022
LH9806,Lufthansa,Frankfurt Airport,Frankfurt,Germany,Charles de Gaulle,Paris,19,3/27/2022,1/11/2022
ET6504,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Hamad International,Doha,9,3/5/2022,3/3/2022
BA6555,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,12,1/15/2022,8/22/2022
AI2823,Air India,Indira Gandhi International,Delhi,India,Beijing Capital International,Beijing,5,3/21/2022,7/14/2022
SK7157,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,1,4/4/2022,12/14/2022
LA4273,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,7,11/3/2022,9/15/2022
ET1969,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Hamad International,Doha,4,9/1/2022,7/21/2022
UA8020,United Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,23,11/24/2022,9/22/2022
AM1438,Aeroméxico,Benito Juárez International,Mexico City,Mexico,O'Hare International,Chicago,17,12/8/2022,5/18/2022
TG6378,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Haneda,Tokyo,23,11/14/2022,1/28/2022
AA9409,American Airlines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,5,4/25/2022,9/30/2022
AA5371,American Airlines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,9,4/19/2022,11/3/2022
AI6900,Air India,Indira Gandhi International,Delhi,India,Vienna International,Vienna,8,5/22/2022,5/31/2022
DL2500,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,7,3/26/2022,5/6/2022
AZ8270,Alitalia,Leonardo da Vinci International,Rome,Italy,Charles de Gaulle,Paris,17,12/19/2022,3/19/2022
QF2795,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,10,6/21/2022,3/26/2022
AM1200,Aeroméxico,Benito Juárez International,Mexico City,Mexico,São Paulo/Guarulhos International,São Paulo,6,8/23/2022,6/27/2022
BA9357,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,10,7/1/2022,11/3/2022
UA7050,United Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,16,7/31/2022,11/21/2022
IB3454,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Leonardo da Vinci International,Rome,18,11/19/2022,3/15/2022
NH9186,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,3,4/2/2022,8/25/2022
AV3765,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,5,8/23/2022,1/3/2022
AI4858,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,5,11/1/2022,4/27/2022
SQ7113,Singapore Airlines,Changi,Singapore,Singapore,O'Hare International,Chicago,21,2/10/2022,5/22/2022
AF7678,Air France,Charles de Gaulle,Paris,France,Adolfo Suárez Madrid–Barajas,Madrid,5,10/23/2022,9/1/2022
AM9388,Aeroméxico,Benito Juárez International,Mexico City,Mexico,O'Hare International,Chicago,8,7/22/2022,2/23/2022
SA6086,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,23,2/18/2022,12/5/2022
SK9251,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,15,8/7/2022,9/20/2022
WN2114,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,14,7/12/2022,5/1/2022
AC4172,Air Canada,Toronto Pearson,Toronto,Canada,John F. Kennedy International,New York,19,2/20/2022,4/29/2022
QR4498,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,14,11/17/2022,7/22/2022
WN1086,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,11,6/28/2022,7/27/2022
SA5422,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Bole International,Addis Ababa,4,5/4/2022,3/1/2022
AM3867,Aeroméxico,Benito Juárez International,Mexico City,Mexico,O'Hare International,Chicago,12,10/28/2022,8/8/2022
AI9401,Air India,Indira Gandhi International,Delhi,India,Dubai International,Dubai,7,5/7/2022,3/17/2022
EK4610,Emirates,Dubai International,Dubai,UAE,Cairo International,Cairo,6,6/24/2022,10/24/2022
NH3168,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,1,5/28/2022,9/29/2022
LA2548,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,5,7/11/2022,6/28/2022
AC7048,Air Canada,Toronto Pearson,Toronto,Canada,Indira Gandhi International,Delhi,22,8/19/2022,11/6/2022
LA9082,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,20,11/4/2022,4/25/2022
WN4258,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,4,8/28/2022,5/30/2022
AM6493,Aeroméxico,Benito Juárez International,Mexico City,Mexico,Dallas/Fort Worth International,Dallas,9,4/13/2022,10/29/2022
EK1351,Emirates,Dubai International,Dubai,UAE,Cairo International,Cairo,6,5/25/2022,5/3/2022
KE3373,Korean Air,Incheon International,Seoul,South Korea,Melbourne Airport,Melbourne,13,6/20/2022,7/15/2022
TG1711,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Incheon International,Seoul,2,4/28/2022,4/11/2022
LA5518,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Hartsfield-Jackson Atlanta,Atlanta,20,10/31/2022,7/22/2022
SK9881,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,6,11/11/2022,4/11/2022
CX1675,Cathay Pacific,Hong Kong International,Hong Kong,China,Incheon International,Seoul,1,4/4/2022,1/22/2022
DL6919,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,2,3/2/2022,1/30/2022
DL9497,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,12,2/22/2022,2/9/2022
IB3737,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,23,2/28/2022,10/15/2022
SA3457,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Chhatrapati Shivaji International,Mumbai,3,2/18/2022,9/19/2022
KE2503,Korean Air,Incheon International,Seoul,South Korea,Haneda,Tokyo,5,6/4/2022,4/5/2022
NZ3523,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,21,8/3/2022,11/27/2022
AI5732,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,11,6/17/2022,11/25/2022
WN8406,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,17,4/25/2022,4/15/2022
SQ8339,Singapore Airlines,Changi,Singapore,Singapore,Beijing Capital International,Beijing,12,8/11/2022,5/9/2022
ET4158,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Hamad International,Doha,15,8/12/2022,6/27/2022
SQ6336,Singapore Airlines,Changi,Singapore,Singapore,Beijing Capital International,Beijing,5,4/21/2022,9/6/2022
QR2224,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,18,8/25/2022,2/14/2022
DL4619,Delta Air Lines,John F. Kennedy International,New York,USA,El Dorado International,Bogotá,19,2/8/2022,6/7/2022
NZ5909,Air New Zealand,Auckland Airport,Auckland,New Zealand,Vancouver International,Vancouver,20,1/11/2022,8/20/2022
KL6466,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Charles de Gaulle,Paris,9,1/25/2022,5/27/2022
SQ7617,Singapore Airlines,Changi,Singapore,Singapore,São Paulo/Guarulhos International,São Paulo,3,8/20/2022,11/8/2022
AC5785,Air Canada,Toronto Pearson,Toronto,Canada,John F. Kennedy International,New York,6,6/13/2022,6/13/2022
SQ2917,Singapore Airlines,Changi,Singapore,Singapore,Beijing Capital International,Beijing,22,2/4/2022,10/12/2022
NH3380,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,14,7/26/2022,10/2/2022
SA7667,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Indira Gandhi International,Delhi,1,5/28/2022,10/25/2022
EK7931,Emirates,Dubai International,Dubai,UAE,Chhatrapati Shivaji International,Mumbai,20,3/13/2022,2/22/2022
CX5812,Cathay Pacific,Hong Kong International,Hong Kong,China,Beijing Capital International,Beijing,16,8/31/2022,3/23/2022
LA9176,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,19,5/16/2022,12/13/2022
KL5197,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Charles de Gaulle,Paris,2,5/24/2022,7/16/2022
UA8281,United Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,12,2/10/2022,1/6/2022
AM9301,Aeroméxico,Benito Juárez International,Mexico City,Mexico,O'Hare International,Chicago,1,2/16/2022,3/2/2022
QF9271,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,22,1/13/2022,4/14/2022
TG7191,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Changi,Singapore,13,6/21/2022,4/24/2022
SK1258,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,3,11/14/2022,3/6/2022
BA1635,British Airways,Heathrow,London,UK,Leonardo da Vinci International,Rome,13,7/12/2022,2/25/2022
LH1697,Lufthansa,Frankfurt Airport,Frankfurt,Germany,Charles de Gaulle,Paris,4,4/8/2022,6/11/2022
AM6473,Aeroméxico,Benito Juárez International,Mexico City,Mexico,O'Hare International,Chicago,2,9/6/2022,9/28/2022
TG6129,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Changi,Singapore,23,10/8/2022,10/8/2022
QF1391,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,8,4/3/2022,7/11/2022
QR9685,Qatar Airways,Hamad International,Doha,Qatar,Charles de Gaulle,Paris,1,8/29/2022,4/11/2022
DL6641,Delta Air Lines,John F. Kennedy International,New York,USA,San Francisco International,San Francisco,6,3/15/2022,2/25/2022
QR4230,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,5,2/9/2022,4/25/2022
ET9810,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Hamad International,Doha,12,7/15/2022,12/14/2022
LA8240,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Toronto Pearson,Toronto,3,7/28/2022,7/26/2022
QF5453,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,18,8/9/2022,3/23/2022
LH8821,Lufthansa,Frankfurt Airport,Frankfurt,Germany,Leonardo da Vinci International,Rome,22,9/29/2022,1/31/2022
AM9674,Aeroméxico,Benito Juárez International,Mexico City,Mexico,O'Hare International,Chicago,6,4/17/2022,1/2/2022
LH7426,Lufthansa,Frankfurt Airport,Frankfurt,Germany,Charles de Gaulle,Paris,14,11/17/2022,2/28/2022
WN3689,Southwest Airlines,Los Angeles International,Los Angeles,USA,O'Hare International,Chicago,3,12/15/2022,6/12/2022
AF3874,Air France,Charles de Gaulle,Paris,France,Frankfurt Airport,Frankfurt,18,6/1/2022,10/21/2022
SK5087,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,12,10/21/2022,11/20/2022
AI5999,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,2,11/6/2022,6/26/2022
AV2250,Avianca,El Dorado International,Bogotá,Colombia,Hartsfield-Jackson Atlanta,Atlanta,1,4/23/2022,1/30/2022
AZ1011,Alitalia,Leonardo da Vinci International,Rome,Italy,Charles de Gaulle,Paris,9,3/2/2022,2/19/2022
QF4565,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,18,6/26/2022,9/20/2022
AV4396,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,21,4/9/2022,11/11/2022
AC5745,Air Canada,Toronto Pearson,Toronto,Canada,Logan International,Boston,21,1/28/2022,6/8/2022
AC9922,Air Canada,Toronto Pearson,Toronto,Canada,Arturo Merino Benítez International,Santiago,18,3/27/2022,10/4/2022
NH3973,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,19,4/6/2022,11/15/2022
ET6025,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Changi,Singapore,17,12/28/2022,1/19/2022
KE7368,Korean Air,Incheon International,Seoul,South Korea,Haneda,Tokyo,11,12/7/2022,9/22/2022
TG2237,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Changi,Singapore,8,12/12/2022,1/15/2022
IB1849,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Chhatrapati Shivaji International,Mumbai,13,11/8/2022,2/2/2022
AV6920,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,16,5/5/2022,3/13/2022
NZ3167,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,17,2/3/2022,10/16/2022
NZ4073,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,20,7/11/2022,1/3/2022
AZ6013,Alitalia,Leonardo da Vinci International,Rome,Italy,Charles de Gaulle,Paris,18,2/6/2022,6/28/2022
WN8288,Southwest Airlines,Los Angeles International,Los Angeles,USA,Vancouver International,Vancouver,1,7/27/2022,11/14/2022
IB5036,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Vancouver International,Vancouver,19,8/20/2022,12/18/2022
UA9176,United Airlines,Los Angeles International,Los Angeles,USA,Heathrow,London,17,9/27/2022,9/7/2022
SQ5679,Singapore Airlines,Changi,Singapore,Singapore,Beijing Capital International,Beijing,4,12/15/2022,7/26/2022
LA9817,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Toronto Pearson,Toronto,17,3/19/2022,9/12/2022
SQ7113,Singapore Airlines,Changi,Singapore,Singapore,O'Hare International,Chicago,21,12/24/2022,6/10/2022
AZ5740,Alitalia,Leonardo da Vinci International,Rome,Italy,O'Hare International,Chicago,21,3/22/2022,7/9/2022
BA9110,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,9,6/4/2022,5/24/2022
DL4436,Delta Air Lines,John F. Kennedy International,New York,USA,Bole International,Addis Ababa,24,7/9/2022,10/13/2022
LH3597,Lufthansa,Frankfurt Airport,Frankfurt,Germany,Los Angeles International,Los Angeles,3,6/6/2022,9/30/2022
KL1922,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Adolfo Suárez Madrid–Barajas,Madrid,6,3/18/2022,5/1/2022
UA9951,United Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,13,11/18/2022,5/5/2022
ET5032,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Hamad International,Doha,12,6/23/2022,2/2/2022
QF2814,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,16,1/2/2022,7/3/2022
DL8435,Delta Air Lines,John F. Kennedy International,New York,USA,Amsterdam Airport Schiphol,Amsterdam,4,4/1/2022,11/7/2022
NZ6571,Air New Zealand,Auckland Airport,Auckland,New Zealand,Brisbane Airport,Brisbane,20,6/24/2022,10/4/2022
QF8486,Qantas,Sydney Airport,Sydney,Australia,Haneda,Tokyo,22,12/3/2022,7/31/2022
AV8553,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,13,6/5/2022,8/17/2022
AZ6460,Alitalia,Leonardo da Vinci International,Rome,Italy,Charles de Gaulle,Paris,1,12/8/2022,8/20/2022
WN6320,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,21,4/6/2022,8/20/2022
AV6310,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,23,1/6/2022,3/4/2022
AM5180,Aeroméxico,Benito Juárez International,Mexico City,Mexico,O'Hare International,Chicago,23,12/18/2022,3/13/2022
